##NAMES=Ancylite-(Ce)
##RRUFFID=R060218
##IDEAL CHEMISTRY=CeSr(CO_3_)_2_(OH)&#183;H_2_O
##LOCALITY=Mont Saint-Hilaire, Rouville County, Quebec, Canada
##OWNER=RRUFF
##SOURCE=Royal Ontario Museum
##DESCRIPTION=Pale pink prismatic crystals
##DIFFRACTION SAMPLE DESCRIPTION=Single crystal, powder profile is calculated
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R060218
##MEASURED CHEMISTRY=(Ce_0.40_(La,Pr)_0.23_Ca_0.18_Nd_0.10_Sr_0.09_)_Σ=1_CO_3_((OH)_0.67_(H_2_O)_0.27_F_0.06_)_Σ=1_
##CELL PARAMETERS=a: 4.992(3) b: 8.479(4) c: 7.247(4) alpha: 90 beta: 90 gamma: 90 volume: 306.74(15) crystal system: orthorhombic
64.750, 0.004
64.760, 0.001
64.770, 0.000
64.780, 0.000
64.790, 0.000
64.800, 0.000
64.810, 0.000
64.820, 0.000
64.830, 0.000
64.840, 0.000
64.850, 0.001
64.860, 0.002
64.870, 0.004
64.880, 0.009
64.890, 0.020
64.900, 0.041
64.910, 0.076
64.920, 0.132
64.930, 0.211
64.940, 0.314
64.950, 0.433
64.960, 0.555
64.970, 0.660
64.980, 0.728
64.990, 0.746
65.000, 0.709
65.010, 0.625
65.020, 0.512
65.030, 0.389
65.040, 0.275
65.050, 0.181
65.060, 0.113
65.070, 0.071
65.080, 0.051
65.090, 0.051
65.100, 0.068
65.110, 0.102
65.120, 0.150
65.130, 0.208
65.140, 0.270
65.150, 0.324
65.160, 0.361
65.170, 0.374
65.180, 0.360
65.190, 0.322
65.200, 0.268
65.210, 0.209
65.220, 0.153
65.230, 0.106
65.240, 0.071
65.250, 0.047
65.260, 0.031
65.270, 0.022
65.280, 0.015
65.290, 0.011
65.300, 0.008
65.310, 0.005
65.320, 0.003
65.330, 0.002
65.340, 0.002
65.350, 0.004
65.360, 0.009
65.370, 0.020
65.380, 0.045
65.390, 0.091
65.400, 0.175
65.410, 0.311
65.420, 0.515
65.430, 0.793
65.440, 1.134
65.450, 1.506
65.460, 1.858
65.470, 2.129
65.480, 2.266
65.490, 2.239
65.500, 2.054
65.510, 1.749
65.520, 1.384
65.530, 1.017
65.540, 0.695
65.550, 0.446
65.560, 0.274
65.570, 0.176
65.580, 0.141
65.590, 0.162
65.600, 0.233
65.610, 0.352
65.620, 0.510
65.630, 0.692
65.640, 0.874
65.650, 1.026
65.660, 1.118
65.670, 1.131
65.680, 1.062
65.690, 0.926
65.700, 0.750
65.710, 0.564
65.720, 0.393
65.730, 0.255
65.740, 0.153
65.750, 0.086
65.760, 0.044
65.770, 0.021
65.780, 0.010
65.790, 0.004
65.800, 0.002
65.810, 0.001
65.820, 0.000
65.830, 0.000
65.840, 0.000
65.850, 0.000
65.860, 0.000
65.870, 0.000
65.880, 0.000
65.890, 0.000
65.900, 0.000
65.910, 0.000
65.920, 0.001
65.930, 0.004
65.940, 0.010
65.950, 0.023
65.960, 0.051
65.970, 0.106
65.980, 0.205
65.990, 0.367
66.000, 0.611
66.010, 0.943
66.020, 1.353
66.030, 1.802
66.040, 2.229
66.050, 2.562
66.060, 2.734
66.070, 2.710
66.080, 2.495
66.090, 2.134
66.100, 1.695
66.110, 1.251
66.120, 0.859
66.130, 0.552
66.140, 0.339
66.150, 0.214
66.160, 0.164
66.170, 0.180
66.180, 0.256
66.190, 0.388
66.200, 0.569
66.210, 0.785
66.220, 1.008
66.230, 1.203
66.240, 1.334
66.250, 1.374
66.260, 1.316
66.270, 1.172
66.280, 0.976
66.290, 0.770
66.300, 0.599
66.310, 0.505
66.320, 0.527
66.330, 0.702
66.340, 1.062
66.350, 1.623
66.360, 2.372
66.370, 3.253
66.380, 4.155
66.390, 4.936
66.400, 5.448
66.410, 5.587
66.420, 5.323
66.430, 4.712
66.440, 3.875
66.450, 2.961
66.460, 2.104
66.470, 1.394
66.480, 0.870
66.490, 0.531
66.500, 0.357
66.510, 0.323
66.520, 0.413
66.530, 0.619
66.540, 0.934
66.550, 1.338
66.560, 1.790
66.570, 2.229
66.580, 2.579
66.590, 2.772
66.600, 2.769
66.610, 2.569
66.620, 2.214
66.630, 1.773
66.640, 1.319
66.650, 0.912
66.660, 0.585
66.670, 0.349
66.680, 0.193
66.690, 0.100
66.700, 0.048
66.710, 0.021
66.720, 0.009
66.730, 0.003
66.740, 0.001
66.750, 0.000
66.760, 0.000
66.770, 0.000
66.780, 0.000
66.790, 0.000
66.800, 0.000
66.810, 0.000
66.820, 0.000
66.830, 0.000
66.840, 0.000
66.850, 0.000
66.860, 0.000
66.870, 0.000
66.880, 0.000
66.890, 0.000
66.900, 0.000
66.910, 0.000
66.920, 0.000
66.930, 0.000
66.940, 0.000
66.950, 0.000
66.960, 0.000
66.970, 0.000
66.980, 0.000
66.990, 0.000
67.000, 0.000
67.010, 0.000
67.020, 0.000
67.030, 0.000
67.040, 0.000
67.050, 0.000
67.060, 0.000
67.070, 0.000
67.080, 0.000
67.090, 0.000
67.100, 0.000
67.110, 0.000
67.120, 0.000
67.130, 0.000
67.140, 0.000
67.150, 0.000
67.160, 0.000
67.170, 0.000
67.180, 0.000
67.190, 0.000
67.200, 0.000
67.210, 0.000
67.220, 0.000
67.230, 0.000
67.240, 0.000
67.250, 0.000
67.260, 0.000
67.270, 0.000
67.280, 0.000
67.290, 0.000
67.300, 0.001
67.310, 0.002
67.320, 0.004
67.330, 0.008
67.340, 0.014
67.350, 0.025
67.360, 0.041
67.370, 0.062
67.380, 0.088
67.390, 0.117
67.400, 0.143
67.410, 0.164
67.420, 0.176
67.430, 0.180
67.440, 0.177
67.450, 0.177
67.460, 0.189
67.470, 0.228
67.480, 0.305
67.490, 0.427
67.500, 0.593
67.510, 0.789
67.520, 0.991
67.530, 1.164
67.540, 1.278
67.550, 1.308
67.560, 1.250
67.570, 1.117
67.580, 0.936
67.590, 0.740
67.600, 0.555
67.610, 0.399
67.620, 0.280
67.630, 0.196
67.640, 0.145
67.650, 0.122
67.660, 0.125
67.670, 0.155
67.680, 0.212
67.690, 0.292
67.700, 0.389
67.710, 0.489
67.720, 0.575
67.730, 0.631
67.740, 0.644
67.750, 0.612
67.760, 0.540
67.770, 0.444
67.780, 0.339
67.790, 0.241
67.800, 0.159
67.810, 0.098
67.820, 0.056
67.830, 0.030
67.840, 0.015
67.850, 0.007
67.860, 0.003
67.870, 0.002
67.880, 0.004
67.890, 0.008
67.900, 0.020
67.910, 0.047
67.920, 0.100
67.930, 0.198
67.940, 0.365
67.950, 0.627
67.960, 1.002
67.970, 1.491
67.980, 2.064
67.990, 2.659
68.000, 3.188
68.010, 3.556
68.020, 3.691
68.030, 3.566
68.040, 3.205
68.050, 2.681
68.060, 2.087
68.070, 1.513
68.080, 1.023
68.090, 0.651
68.100, 0.402
68.110, 0.267
68.120, 0.237
68.130, 0.310
68.140, 0.498
68.150, 0.819
68.160, 1.288
68.170, 1.899
68.180, 2.617
68.190, 3.366
68.200, 4.038
68.210, 4.520
68.220, 4.722
68.230, 4.606
68.240, 4.203
68.250, 3.602
68.260, 2.927
68.270, 2.302
68.280, 1.824
68.290, 1.540
68.300, 1.452
68.310, 1.517
68.320, 1.671
68.330, 1.844
68.340, 1.981
68.350, 2.050
68.360, 2.054
68.370, 2.015
68.380, 1.960
68.390, 1.908
68.400, 1.860
68.410, 1.798
68.420, 1.701
68.430, 1.553
68.440, 1.359
68.450, 1.141
68.460, 0.933
68.470, 0.769
68.480, 0.673
68.490, 0.651
68.500, 0.693
68.510, 0.770
68.520, 0.852
68.530, 0.905
68.540, 0.907
68.550, 0.852
68.560, 0.746
68.570, 0.608
68.580, 0.462
68.590, 0.326
68.600, 0.214
68.610, 0.131
68.620, 0.075
68.630, 0.039
68.640, 0.019
68.650, 0.009
68.660, 0.004
68.670, 0.001
68.680, 0.001
68.690, 0.000
68.700, 0.000
68.710, 0.000
68.720, 0.000
68.730, 0.000
68.740, 0.000
68.750, 0.000
68.760, 0.000
68.770, 0.000
68.780, 0.000
68.790, 0.000
68.800, 0.000
68.810, 0.000
68.820, 0.000
68.830, 0.000
68.840, 0.000
68.850, 0.000
68.860, 0.000
68.870, 0.000
68.880, 0.000
68.890, 0.000
68.900, 0.000
68.910, 0.000
68.920, 0.000
68.930, 0.000
68.940, 0.000
68.950, 0.000
68.960, 0.000
68.970, 0.000
68.980, 0.000
68.990, 0.000
69.000, 0.000
69.010, 0.000
69.020, 0.000
69.030, 0.000
69.040, 0.000
69.050, 0.000
69.060, 0.000
69.070, 0.000
69.080, 0.000
69.090, 0.000
69.100, 0.000
69.110, 0.000
69.120, 0.000
69.130, 0.000
69.140, 0.000
69.150, 0.000
69.160, 0.000
69.170, 0.000
69.180, 0.000
69.190, 0.000
69.200, 0.000
69.210, 0.000
69.220, 0.000
69.230, 0.000
69.240, 0.000
69.250, 0.000
69.260, 0.000
69.270, 0.000
69.280, 0.000
69.290, 0.001
69.300, 0.003
69.310, 0.006
69.320, 0.013
69.330, 0.025
69.340, 0.046
69.350, 0.078
69.360, 0.125
69.370, 0.185
69.380, 0.256
69.390, 0.329
69.400, 0.394
69.410, 0.440
69.420, 0.456
69.430, 0.441
69.440, 0.397
69.450, 0.333
69.460, 0.260
69.470, 0.188
69.480, 0.128
69.490, 0.081
69.500, 0.049
69.510, 0.029
69.520, 0.021
69.530, 0.021
69.540, 0.029
69.550, 0.046
69.560, 0.070
69.570, 0.102
69.580, 0.138
69.590, 0.174
69.600, 0.204
69.610, 0.224
69.620, 0.228
69.630, 0.216
69.640, 0.191
69.650, 0.157
69.660, 0.120
69.670, 0.085
69.680, 0.057
69.690, 0.035
69.700, 0.020
69.710, 0.011
69.720, 0.005
69.730, 0.002
69.740, 0.001
69.750, 0.000
69.760, 0.000
69.770, 0.000
69.780, 0.000
69.790, 0.000
69.800, 0.000
69.810, 0.000
69.820, 0.000
69.830, 0.000
69.840, 0.000
69.850, 0.000
69.860, 0.000
69.870, 0.001
69.880, 0.002
69.890, 0.004
69.900, 0.009
69.910, 0.018
69.920, 0.033
69.930, 0.056
69.940, 0.089
69.950, 0.131
69.960, 0.181
69.970, 0.232
69.980, 0.278
69.990, 0.309
70.000, 0.320
70.010, 0.310
70.020, 0.278
70.030, 0.233
70.040, 0.182
70.050, 0.132
70.060, 0.090
70.070, 0.057
70.080, 0.034
70.090, 0.020
70.100, 0.014
70.110, 0.014
70.120, 0.019
70.130, 0.029
70.140, 0.046
70.150, 0.067
70.160, 0.092
70.170, 0.117
70.180, 0.140
70.190, 0.155
70.200, 0.160
70.210, 0.154
70.220, 0.138
70.230, 0.116
70.240, 0.091
70.250, 0.068
70.260, 0.051
70.270, 0.040
70.280, 0.038
70.290, 0.043
70.300, 0.057
70.310, 0.077
70.320, 0.102
70.330, 0.130
70.340, 0.160
70.350, 0.188
70.360, 0.213
70.370, 0.231
70.380, 0.240
70.390, 0.239
70.400, 0.225
70.410, 0.201
70.420, 0.170
70.430, 0.135
70.440, 0.101
70.450, 0.071
70.460, 0.049
70.470, 0.034
70.480, 0.026
70.490, 0.025
70.500, 0.030
70.510, 0.039
70.520, 0.051
70.530, 0.066
70.540, 0.081
70.550, 0.096
70.560, 0.109
70.570, 0.119
70.580, 0.124
70.590, 0.124
70.600, 0.117
70.610, 0.105
70.620, 0.089
70.630, 0.071
70.640, 0.053
70.650, 0.037
70.660, 0.024
70.670, 0.015
70.680, 0.008
70.690, 0.005
70.700, 0.002
70.710, 0.001
70.720, 0.001
70.730, 0.001
70.740, 0.001
70.750, 0.001
70.760, 0.002
70.770, 0.002
70.780, 0.003
70.790, 0.003
70.800, 0.005
70.810, 0.009
70.820, 0.018
70.830, 0.036
70.840, 0.070
70.850, 0.127
70.860, 0.215
70.870, 0.342
70.880, 0.506
70.890, 0.697
70.900, 0.896
70.910, 1.074
70.920, 1.198
70.930, 1.247
70.940, 1.209
70.950, 1.092
70.960, 0.919
70.970, 0.721
70.980, 0.527
70.990, 0.360
71.000, 0.229
71.010, 0.138
71.020, 0.081
71.030, 0.053
71.040, 0.047
71.050, 0.061
71.060, 0.096
71.070, 0.152
71.080, 0.228
71.090, 0.320
71.100, 0.420
71.110, 0.513
71.120, 0.586
71.130, 0.623
71.140, 0.620
71.150, 0.578
71.160, 0.509
71.170, 0.431
71.180, 0.361
71.190, 0.313
71.200, 0.295
71.210, 0.304
71.220, 0.334
71.230, 0.370
71.240, 0.398
71.250, 0.407
71.260, 0.391
71.270, 0.353
71.280, 0.296
71.290, 0.233
71.300, 0.170
71.310, 0.116
71.320, 0.074
71.330, 0.045
71.340, 0.026
71.350, 0.017
71.360, 0.015
71.370, 0.019
71.380, 0.029
71.390, 0.047
71.400, 0.070
71.410, 0.100
71.420, 0.132
71.430, 0.162
71.440, 0.186
71.450, 0.199
71.460, 0.199
71.470, 0.185
71.480, 0.161
71.490, 0.132
71.500, 0.104
71.510, 0.083
71.520, 0.075
71.530, 0.084
71.540, 0.117
71.550, 0.178
71.560, 0.267
71.570, 0.382
71.580, 0.514
71.590, 0.645
71.600, 0.756
71.610, 0.826
71.620, 0.842
71.630, 0.800
71.640, 0.708
71.650, 0.585
71.660, 0.450
71.670, 0.323
71.680, 0.217
71.690, 0.136
71.700, 0.081
71.710, 0.047
71.720, 0.032
71.730, 0.030
71.740, 0.042
71.750, 0.066
71.760, 0.105
71.770, 0.157
71.780, 0.219
71.790, 0.287
71.800, 0.349
71.810, 0.397
71.820, 0.420
71.830, 0.415
71.840, 0.382
71.850, 0.328
71.860, 0.262
71.870, 0.196
71.880, 0.136
71.890, 0.088
71.900, 0.053
71.910, 0.030
71.920, 0.016
71.930, 0.008
71.940, 0.004
71.950, 0.002
71.960, 0.001
71.970, 0.000
71.980, 0.000
71.990, 0.001
72.000, 0.002
72.010, 0.006
72.020, 0.016
72.030, 0.039
72.040, 0.090
72.050, 0.193
72.060, 0.388
72.070, 0.725
72.080, 1.264
72.090, 2.055
72.100, 3.117
72.110, 4.409
72.120, 5.817
72.130, 7.157
72.140, 8.214
72.150, 8.792
72.160, 8.776
72.170, 8.171
72.180, 7.096
72.190, 5.747
72.200, 4.341
72.210, 3.060
72.220, 2.013
72.230, 1.241
72.240, 0.728
72.250, 0.430
72.260, 0.303
72.270, 0.316
72.280, 0.462
72.290, 0.748
72.300, 1.191
72.310, 1.800
72.320, 2.565
72.330, 3.452
72.340, 4.406
72.350, 5.365
72.360, 6.275
72.370, 7.095
72.380, 7.794
72.390, 8.337
72.400, 8.670
72.410, 8.728
72.420, 8.452
72.430, 7.818
72.440, 6.868
72.450, 5.700
72.460, 4.453
72.470, 3.268
72.480, 2.252
72.490, 1.463
72.500, 0.910
72.510, 0.569
72.520, 0.401
72.530, 0.369
72.540, 0.450
72.550, 0.632
72.560, 0.915
72.570, 1.297
72.580, 1.767
72.590, 2.294
72.600, 2.820
72.610, 3.273
72.620, 3.573
72.630, 3.661
72.640, 3.515
72.650, 3.158
72.660, 2.653
72.670, 2.083
72.680, 1.528
72.690, 1.049
72.700, 0.677
72.710, 0.417
72.720, 0.253
72.730, 0.165
72.740, 0.128
72.750, 0.122
72.760, 0.132
72.770, 0.146
72.780, 0.157
72.790, 0.158
72.800, 0.150
72.810, 0.132
72.820, 0.109
72.830, 0.084
72.840, 0.060
72.850, 0.041
72.860, 0.025
72.870, 0.015
72.880, 0.008
72.890, 0.004
72.900, 0.002
72.910, 0.001
72.920, 0.000
72.930, 0.000
72.940, 0.000
72.950, 0.000
72.960, 0.000
72.970, 0.000
72.980, 0.000
72.990, 0.000
73.000, 0.000
73.010, 0.000
73.020, 0.000
73.030, 0.000
73.040, 0.000
73.050, 0.000
73.060, 0.000
73.070, 0.000
73.080, 0.000
73.090, 0.000
73.100, 0.000
73.110, 0.000
73.120, 0.000
73.130, 0.000
73.140, 0.000
73.150, 0.000
73.160, 0.000
73.170, 0.000
73.180, 0.000
73.190, 0.000
73.200, 0.000
73.210, 0.000
73.220, 0.000
73.230, 0.000
73.240, 0.000
73.250, 0.000
73.260, 0.000
73.270, 0.001
73.280, 0.001
73.290, 0.002
73.300, 0.003
73.310, 0.004
73.320, 0.006
73.330, 0.011
73.340, 0.019
73.350, 0.035
73.360, 0.067
73.370, 0.122
73.380, 0.213
73.390, 0.353
73.400, 0.547
73.410, 0.793
73.420, 1.076
73.430, 1.362
73.440, 1.611
73.450, 1.778
73.460, 1.833
73.470, 1.763
73.480, 1.584
73.490, 1.328
73.500, 1.039
73.510, 0.760
73.520, 0.519
73.530, 0.332
73.540, 0.200
73.550, 0.117
73.560, 0.071
73.570, 0.056
73.580, 0.065
73.590, 0.098
73.600, 0.158
73.610, 0.247
73.620, 0.363
73.630, 0.501
73.640, 0.646
73.650, 0.777
73.660, 0.873
73.670, 0.915
73.680, 0.896
73.690, 0.819
73.700, 0.699
73.710, 0.556
73.720, 0.414
73.730, 0.287
73.740, 0.186
73.750, 0.112
73.760, 0.063
73.770, 0.033
73.780, 0.016
73.790, 0.008
73.800, 0.003
73.810, 0.001
73.820, 0.000
73.830, 0.000
73.840, 0.000
73.850, 0.000
73.860, 0.000
73.870, 0.000
73.880, 0.000
73.890, 0.000
73.900, 0.000
73.910, 0.000
73.920, 0.000
73.930, 0.000
73.940, 0.000
73.950, 0.000
73.960, 0.000
73.970, 0.000
73.980, 0.000
73.990, 0.000
74.000, 0.000
74.010, 0.000
74.020, 0.000
74.030, 0.000
74.040, 0.000
74.050, 0.000
74.060, 0.000
74.070, 0.000
74.080, 0.000
74.090, 0.000
74.100, 0.000
74.110, 0.000
74.120, 0.000
74.130, 0.000
74.140, 0.000
74.150, 0.000
74.160, 0.000
74.170, 0.000
74.180, 0.000
74.190, 0.000
74.200, 0.000
74.210, 0.000
74.220, 0.000
74.230, 0.000
74.240, 0.000
74.250, 0.000
74.260, 0.000
74.270, 0.000
74.280, 0.000
74.290, 0.000
74.300, 0.000
74.310, 0.001
74.320, 0.003
74.330, 0.009
74.340, 0.022
74.350, 0.051
74.360, 0.111
74.370, 0.227
74.380, 0.434
74.390, 0.773
74.400, 1.288
74.410, 2.003
74.420, 2.910
74.430, 3.950
74.440, 5.007
74.450, 5.929
74.460, 6.558
74.470, 6.775
74.480, 6.538
74.490, 5.894
74.500, 4.962
74.510, 3.902
74.520, 2.867
74.530, 1.968
74.540, 1.263
74.550, 0.761
74.560, 0.437
74.570, 0.254
74.580, 0.180
74.590, 0.193
74.600, 0.289
74.610, 0.474
74.620, 0.761
74.630, 1.152
74.640, 1.633
74.650, 2.163
74.660, 2.677
74.670, 3.095
74.680, 3.343
74.690, 3.372
74.700, 3.177
74.710, 2.796
74.720, 2.298
74.730, 1.765
74.740, 1.266
74.750, 0.848
74.760, 0.531
74.770, 0.310
74.780, 0.169
74.790, 0.086
74.800, 0.041
74.810, 0.018
74.820, 0.008
74.830, 0.003
74.840, 0.001
74.850, 0.000
74.860, 0.000
74.870, 0.000
74.880, 0.000
74.890, 0.000
74.900, 0.000
74.910, 0.000
74.920, 0.000
74.930, 0.000
74.940, 0.000
74.950, 0.000
74.960, 0.000
74.970, 0.000
74.980, 0.000
74.990, 0.000
75.000, 0.000
75.010, 0.000
75.020, 0.000
75.030, 0.000
75.040, 0.000
75.050, 0.000
75.060, 0.000
75.070, 0.000
75.080, 0.000
75.090, 0.000
75.100, 0.000
75.110, 0.000
75.120, 0.000
75.130, 0.000
75.140, 0.000
75.150, 0.000
75.160, 0.000
75.170, 0.000
75.180, 0.000
75.190, 0.000
75.200, 0.000
75.210, 0.000
75.220, 0.000
75.230, 0.000
75.240, 0.000
75.250, 0.000
75.260, 0.000
75.270, 0.000
75.280, 0.000
75.290, 0.000
75.300, 0.000
75.310, 0.000
75.320, 0.000
75.330, 0.000
75.340, 0.000
75.350, 0.000
75.360, 0.000
75.370, 0.000
75.380, 0.000
75.390, 0.000
75.400, 0.000
75.410, 0.000
75.420, 0.000
75.430, 0.000
75.440, 0.000
75.450, 0.000
75.460, 0.000
75.470, 0.000
75.480, 0.000
75.490, 0.000
75.500, 0.000
75.510, 0.000
75.520, 0.000
75.530, 0.000
75.540, 0.000
75.550, 0.000
75.560, 0.000
75.570, 0.000
75.580, 0.000
75.590, 0.000
75.600, 0.000
75.610, 0.000
75.620, 0.000
75.630, 0.000
75.640, 0.000
75.650, 0.000
75.660, 0.000
75.670, 0.000
75.680, 0.000
75.690, 0.000
75.700, 0.000
75.710, 0.000
75.720, 0.000
75.730, 0.000
75.740, 0.000
75.750, 0.000
75.760, 0.000
75.770, 0.000
75.780, 0.000
75.790, 0.000
75.800, 0.000
75.810, 0.000
75.820, 0.000
75.830, 0.000
75.840, 0.000
75.850, 0.000
75.860, 0.000
75.870, 0.000
75.880, 0.000
75.890, 0.000
75.900, 0.000
75.910, 0.000
75.920, 0.000
75.930, 0.000
75.940, 0.000
75.950, 0.000
75.960, 0.000
75.970, 0.000
75.980, 0.000
75.990, 0.000
76.000, 0.000
76.010, 0.001
76.020, 0.002
76.030, 0.005
76.040, 0.014
76.050, 0.035
76.060, 0.079
76.070, 0.168
76.080, 0.334
76.090, 0.623
76.100, 1.086
76.110, 1.774
76.120, 2.715
76.130, 3.896
76.140, 5.245
76.150, 6.638
76.160, 7.908
76.170, 8.889
76.180, 9.455
76.190, 9.548
76.200, 9.186
76.210, 8.452
76.220, 7.461
76.230, 6.332
76.240, 5.172
76.250, 4.062
76.260, 3.063
76.270, 2.215
76.280, 1.541
76.290, 1.050
76.300, 0.740
76.310, 0.608
76.320, 0.649
76.330, 0.860
76.340, 1.237
76.350, 1.764
76.360, 2.403
76.370, 3.095
76.380, 3.756
76.390, 4.301
76.400, 4.656
76.410, 4.780
76.420, 4.671
76.430, 4.360
76.440, 3.901
76.450, 3.355
76.460, 2.777
76.470, 2.211
76.480, 1.690
76.490, 1.237
76.500, 0.864
76.510, 0.573
76.520, 0.360
76.530, 0.214
76.540, 0.120
76.550, 0.063
76.560, 0.031
76.570, 0.014
76.580, 0.006
76.590, 0.003
76.600, 0.001
76.610, 0.000
76.620, 0.000
76.630, 0.000
76.640, 0.000
76.650, 0.000
76.660, 0.000
76.670, 0.000
76.680, 0.000
76.690, 0.000
76.700, 0.000
76.710, 0.000
76.720, 0.000
76.730, 0.001
76.740, 0.001
76.750, 0.001
76.760, 0.002
76.770, 0.003
76.780, 0.004
76.790, 0.005
76.800, 0.006
76.810, 0.006
76.820, 0.008
76.830, 0.010
76.840, 0.016
76.850, 0.027
76.860, 0.046
76.870, 0.079
76.880, 0.128
76.890, 0.196
76.900, 0.283
76.910, 0.382
76.920, 0.482
76.930, 0.570
76.940, 0.631
76.950, 0.653
76.960, 0.632
76.970, 0.573
76.980, 0.485
76.990, 0.385
77.000, 0.286
77.010, 0.200
77.020, 0.131
77.030, 0.081
77.040, 0.048
77.050, 0.028
77.060, 0.018
77.070, 0.015
77.080, 0.019
77.090, 0.029
77.100, 0.048
77.110, 0.075
77.120, 0.113
77.130, 0.159
77.140, 0.209
77.150, 0.258
77.160, 0.298
77.170, 0.322
77.180, 0.326
77.190, 0.310
77.200, 0.279
77.210, 0.240
77.220, 0.205
77.230, 0.185
77.240, 0.189
77.250, 0.226
77.260, 0.299
77.270, 0.405
77.280, 0.535
77.290, 0.672
77.300, 0.795
77.310, 0.883
77.320, 0.918
77.330, 0.895
77.340, 0.818
77.350, 0.705
77.360, 0.579
77.370, 0.466
77.380, 0.389
77.390, 0.367
77.400, 0.413
77.410, 0.530
77.420, 0.712
77.430, 0.944
77.440, 1.200
77.450, 1.448
77.460, 1.661
77.470, 1.824
77.480, 1.945
77.490, 2.052
77.500, 2.187
77.510, 2.392
77.520, 2.683
77.530, 3.044
77.540, 3.420
77.550, 3.732
77.560, 3.900
77.570, 3.868
77.580, 3.622
77.590, 3.196
77.600, 2.657
77.610, 2.091
77.620, 1.575
77.630, 1.165
77.640, 0.887
77.650, 0.738
77.660, 0.694
77.670, 0.722
77.680, 0.784
77.690, 0.850
77.700, 0.899
77.710, 0.931
77.720, 0.954
77.730, 0.991
77.740, 1.063
77.750, 1.180
77.760, 1.337
77.770, 1.513
77.780, 1.673
77.790, 1.782
77.800, 1.816
77.810, 1.774
77.820, 1.671
77.830, 1.538
77.840, 1.407
77.850, 1.300
77.860, 1.222
77.870, 1.162
77.880, 1.103
77.890, 1.024
77.900, 0.917
77.910, 0.782
77.920, 0.631
77.930, 0.480
77.940, 0.343
77.950, 0.229
77.960, 0.144
77.970, 0.085
77.980, 0.048
77.990, 0.027
78.000, 0.018
78.010, 0.018
78.020, 0.026
78.030, 0.044
78.040, 0.074
78.050, 0.116
78.060, 0.173
78.070, 0.240
78.080, 0.313
78.090, 0.381
78.100, 0.435
78.110, 0.464
78.120, 0.464
78.130, 0.434
78.140, 0.380
78.150, 0.312
78.160, 0.239
78.170, 0.172
78.180, 0.115
78.190, 0.073
78.200, 0.043
78.210, 0.024
78.220, 0.012
78.230, 0.006
78.240, 0.003
78.250, 0.002
78.260, 0.002
78.270, 0.003
78.280, 0.004
78.290, 0.005
78.300, 0.006
78.310, 0.007
78.320, 0.007
78.330, 0.007
78.340, 0.006
78.350, 0.006
78.360, 0.005
78.370, 0.004
78.380, 0.003
78.390, 0.004
78.400, 0.005
78.410, 0.010
78.420, 0.020
78.430, 0.038
78.440, 0.068
78.450, 0.114
78.460, 0.179
78.470, 0.263
78.480, 0.361
78.490, 0.465
78.500, 0.560
78.510, 0.633
78.520, 0.669
78.530, 0.662
78.540, 0.614
78.550, 0.533
78.560, 0.434
78.570, 0.330
78.580, 0.236
78.590, 0.158
78.600, 0.099
78.610, 0.058
78.620, 0.033
78.630, 0.018
78.640, 0.012
78.650, 0.012
78.660, 0.018
78.670, 0.030
78.680, 0.050
78.690, 0.081
78.700, 0.122
78.710, 0.176
78.720, 0.241
78.730, 0.320
78.740, 0.417
78.750, 0.547
78.760, 0.733
78.770, 1.004
78.780, 1.393
78.790, 1.922
78.800, 2.586
78.810, 3.344
78.820, 4.116
78.830, 4.797
78.840, 5.278
78.850, 5.475
78.860, 5.356
78.870, 4.943
78.880, 4.309
78.890, 3.553
78.900, 2.776
78.910, 2.059
78.920, 1.453
78.930, 0.977
78.940, 0.628
78.950, 0.390
78.960, 0.241
78.970, 0.164
78.980, 0.148
78.990, 0.189
79.000, 0.292
79.010, 0.466
79.020, 0.718
79.030, 1.047
79.040, 1.434
79.050, 1.845
79.060, 2.229
79.070, 2.531
79.080, 2.702
79.090, 2.715
79.100, 2.572
79.110, 2.299
79.120, 1.945
79.130, 1.564
79.140, 1.204
79.150, 0.904
79.160, 0.685
79.170, 0.559
79.180, 0.525
79.190, 0.576
79.200, 0.695
79.210, 0.859
79.220, 1.035
79.230, 1.189
79.240, 1.289
79.250, 1.314
79.260, 1.256
79.270, 1.126
79.280, 0.948
79.290, 0.753
79.300, 0.569
79.310, 0.421
79.320, 0.322
79.330, 0.278
79.340, 0.289
79.350, 0.346
79.360, 0.439
79.370, 0.551
79.380, 0.665
79.390, 0.763
79.400, 0.834
79.410, 0.872
79.420, 0.881
79.430, 0.870
79.440, 0.852
79.450, 0.835
79.460, 0.819
79.470, 0.801
79.480, 0.769
79.490, 0.718
79.500, 0.643
79.510, 0.548
79.520, 0.444
79.530, 0.341
79.540, 0.253
79.550, 0.188
79.560, 0.151
79.570, 0.145
79.580, 0.172
79.590, 0.235
79.600, 0.342
79.610, 0.506
79.620, 0.753
79.630, 1.118
79.640, 1.642
79.650, 2.367
79.660, 3.315
79.670, 4.467
79.680, 5.754
79.690, 7.048
79.700, 8.184
79.710, 8.988
79.720, 9.327
79.730, 9.136
79.740, 8.444
79.750, 7.362
79.760, 6.054
79.770, 4.693
79.780, 3.430
79.790, 2.363
79.800, 1.534
