##NAMES=Cristobalite
##RRUFFID=R061064
##IDEAL CHEMISTRY=SiO_2_
##LOCALITY=Ellora Caves, India
##OWNER=RRUFF
##SOURCE=Harvard Mineralogical Museum
##DESCRIPTION=Colorless single crystals, octahedra and groups of octahedra, some have transformed to quartz. Sample used in Downs and Palmer (1994)
##DIFFRACTION SAMPLE DESCRIPTION=Single crystal, powder profile is calculated
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R061064
##MEASURED CHEMISTRY=Si_1.00_O_2_·0.11H_2_O ; trace amounts of Al and Na; H_2_O by difference, verified by Raman spectroscopy
##CELL PARAMETERS=a: 4.9717(4) b: 4.9717(4) c: 6.9223(3) alpha: 90 beta: 90 gamma: 90 volume: 171.10(1) crystal system: tetragonal
64.950, 0.000
64.960, 0.000
64.970, 0.001
64.980, 0.002
64.990, 0.005
65.000, 0.011
65.010, 0.026
65.020, 0.055
65.030, 0.109
65.040, 0.199
65.050, 0.338
65.060, 0.532
65.070, 0.777
65.080, 1.053
65.090, 1.325
65.100, 1.547
65.110, 1.677
65.120, 1.687
65.130, 1.575
65.140, 1.365
65.150, 1.098
65.160, 0.821
65.170, 0.570
65.180, 0.370
65.190, 0.229
65.200, 0.145
65.210, 0.111
65.220, 0.119
65.230, 0.167
65.240, 0.251
65.250, 0.366
65.260, 0.501
65.270, 0.639
65.280, 0.756
65.290, 0.831
65.300, 0.847
65.310, 0.802
65.320, 0.705
65.330, 0.575
65.340, 0.435
65.350, 0.306
65.360, 0.199
65.370, 0.121
65.380, 0.068
65.390, 0.035
65.400, 0.017
65.410, 0.008
65.420, 0.003
65.430, 0.001
65.440, 0.000
65.450, 0.000
65.460, 0.000
65.470, 0.000
65.480, 0.000
65.490, 0.000
65.500, 0.000
65.510, 0.000
65.520, 0.000
65.530, 0.000
65.540, 0.000
65.550, 0.001
65.560, 0.002
65.570, 0.005
65.580, 0.012
65.590, 0.026
65.600, 0.053
65.610, 0.100
65.620, 0.175
65.630, 0.284
65.640, 0.428
65.650, 0.600
65.660, 0.780
65.670, 0.942
65.680, 1.057
65.690, 1.101
65.700, 1.064
65.710, 0.956
65.720, 0.797
65.730, 0.617
65.740, 0.444
65.750, 0.298
65.760, 0.188
65.770, 0.115
65.780, 0.077
65.790, 0.067
65.800, 0.084
65.810, 0.124
65.820, 0.186
65.830, 0.266
65.840, 0.356
65.850, 0.442
65.860, 0.510
65.870, 0.547
65.880, 0.544
65.890, 0.503
65.900, 0.431
65.910, 0.343
65.920, 0.254
65.930, 0.174
65.940, 0.111
65.950, 0.066
65.960, 0.036
65.970, 0.018
65.980, 0.009
65.990, 0.004
66.000, 0.002
66.010, 0.001
66.020, 0.000
66.030, 0.000
66.040, 0.000
66.050, 0.000
66.060, 0.000
66.070, 0.000
66.080, 0.000
66.090, 0.000
66.100, 0.000
66.110, 0.000
66.120, 0.000
66.130, 0.000
66.140, 0.000
66.150, 0.000
66.160, 0.000
66.170, 0.000
66.180, 0.000
66.190, 0.000
66.200, 0.000
66.210, 0.000
66.220, 0.000
66.230, 0.000
66.240, 0.000
66.250, 0.000
66.260, 0.000
66.270, 0.000
66.280, 0.000
66.290, 0.000
66.300, 0.000
66.310, 0.000
66.320, 0.000
66.330, 0.000
66.340, 0.000
66.350, 0.000
66.360, 0.000
66.370, 0.000
66.380, 0.000
66.390, 0.000
66.400, 0.000
66.410, 0.000
66.420, 0.000
66.430, 0.000
66.440, 0.000
66.450, 0.000
66.460, 0.000
66.470, 0.000
66.480, 0.000
66.490, 0.000
66.500, 0.000
66.510, 0.000
66.520, 0.000
66.530, 0.000
66.540, 0.000
66.550, 0.000
66.560, 0.000
66.570, 0.000
66.580, 0.000
66.590, 0.000
66.600, 0.000
66.610, 0.000
66.620, 0.000
66.630, 0.000
66.640, 0.000
66.650, 0.000
66.660, 0.000
66.670, 0.000
66.680, 0.000
66.690, 0.000
66.700, 0.000
66.710, 0.000
66.720, 0.001
66.730, 0.002
66.740, 0.006
66.750, 0.013
66.760, 0.028
66.770, 0.056
66.780, 0.105
66.790, 0.181
66.800, 0.290
66.810, 0.433
66.820, 0.601
66.830, 0.774
66.840, 0.927
66.850, 1.032
66.860, 1.067
66.870, 1.026
66.880, 0.916
66.890, 0.760
66.900, 0.587
66.910, 0.421
66.920, 0.281
66.930, 0.177
66.940, 0.107
66.950, 0.070
66.960, 0.059
66.970, 0.071
66.980, 0.105
66.990, 0.160
67.000, 0.233
67.010, 0.318
67.020, 0.404
67.030, 0.476
67.040, 0.522
67.050, 0.532
67.060, 0.504
67.070, 0.444
67.080, 0.363
67.090, 0.276
67.100, 0.195
67.110, 0.128
67.120, 0.078
67.130, 0.044
67.140, 0.023
67.150, 0.011
67.160, 0.005
67.170, 0.002
67.180, 0.001
67.190, 0.000
67.200, 0.000
67.210, 0.000
67.220, 0.000
67.230, 0.000
67.240, 0.000
67.250, 0.000
67.260, 0.000
67.270, 0.000
67.280, 0.000
67.290, 0.000
67.300, 0.000
67.310, 0.000
67.320, 0.000
67.330, 0.000
67.340, 0.000
67.350, 0.000
67.360, 0.000
67.370, 0.000
67.380, 0.000
67.390, 0.000
67.400, 0.000
67.410, 0.000
67.420, 0.000
67.430, 0.000
67.440, 0.000
67.450, 0.000
67.460, 0.000
67.470, 0.000
67.480, 0.000
67.490, 0.000
67.500, 0.000
67.510, 0.000
67.520, 0.000
67.530, 0.000
67.540, 0.000
67.550, 0.000
67.560, 0.000
67.570, 0.000
67.580, 0.000
67.590, 0.000
67.600, 0.000
67.610, 0.000
67.620, 0.000
67.630, 0.000
67.640, 0.000
67.650, 0.000
67.660, 0.000
67.670, 0.000
67.680, 0.000
67.690, 0.000
67.700, 0.000
67.710, 0.000
67.720, 0.000
67.730, 0.000
67.740, 0.000
67.750, 0.000
67.760, 0.000
67.770, 0.000
67.780, 0.000
67.790, 0.000
67.800, 0.000
67.810, 0.000
67.820, 0.000
67.830, 0.000
67.840, 0.000
67.850, 0.000
67.860, 0.000
67.870, 0.000
67.880, 0.000
67.890, 0.000
67.900, 0.000
67.910, 0.000
67.920, 0.000
67.930, 0.000
67.940, 0.000
67.950, 0.000
67.960, 0.000
67.970, 0.000
67.980, 0.000
67.990, 0.000
68.000, 0.000
68.010, 0.000
68.020, 0.000
68.030, 0.000
68.040, 0.000
68.050, 0.000
68.060, 0.000
68.070, 0.000
68.080, 0.000
68.090, 0.000
68.100, 0.000
68.110, 0.000
68.120, 0.000
68.130, 0.000
68.140, 0.000
68.150, 0.000
68.160, 0.000
68.170, 0.000
68.180, 0.000
68.190, 0.000
68.200, 0.000
68.210, 0.000
68.220, 0.000
68.230, 0.000
68.240, 0.000
68.250, 0.000
68.260, 0.000
68.270, 0.000
68.280, 0.000
68.290, 0.000
68.300, 0.000
68.310, 0.000
68.320, 0.000
68.330, 0.000
68.340, 0.000
68.350, 0.000
68.360, 0.000
68.370, 0.000
68.380, 0.000
68.390, 0.000
68.400, 0.000
68.410, 0.000
68.420, 0.000
68.430, 0.000
68.440, 0.000
68.450, 0.000
68.460, 0.000
68.470, 0.000
68.480, 0.000
68.490, 0.000
68.500, 0.000
68.510, 0.000
68.520, 0.000
68.530, 0.001
68.540, 0.003
68.550, 0.007
68.560, 0.016
68.570, 0.035
68.580, 0.072
68.590, 0.137
68.600, 0.243
68.610, 0.402
68.620, 0.617
68.630, 0.881
68.640, 1.170
68.650, 1.447
68.660, 1.666
68.670, 1.783
68.680, 1.777
68.690, 1.647
68.700, 1.421
68.710, 1.141
68.720, 0.852
68.730, 0.593
68.740, 0.385
68.750, 0.236
68.760, 0.141
68.770, 0.093
68.780, 0.084
68.790, 0.109
68.800, 0.167
68.810, 0.258
68.820, 0.379
68.830, 0.519
68.840, 0.663
68.850, 0.788
68.860, 0.872
68.870, 0.898
68.880, 0.860
68.890, 0.767
68.900, 0.636
68.910, 0.491
68.920, 0.352
68.930, 0.235
68.940, 0.146
68.950, 0.085
68.960, 0.046
68.970, 0.023
68.980, 0.011
68.990, 0.005
69.000, 0.002
69.010, 0.001
69.020, 0.000
69.030, 0.000
69.040, 0.000
69.050, 0.000
69.060, 0.000
69.070, 0.000
69.080, 0.000
69.090, 0.000
69.100, 0.000
69.110, 0.000
69.120, 0.000
69.130, 0.000
69.140, 0.000
69.150, 0.000
69.160, 0.000
69.170, 0.000
69.180, 0.000
69.190, 0.000
69.200, 0.000
69.210, 0.000
69.220, 0.000
69.230, 0.000
69.240, 0.000
69.250, 0.000
69.260, 0.000
69.270, 0.000
69.280, 0.000
69.290, 0.000
69.300, 0.000
69.310, 0.001
69.320, 0.002
69.330, 0.006
69.340, 0.013
69.350, 0.026
69.360, 0.051
69.370, 0.092
69.380, 0.155
69.390, 0.242
69.400, 0.352
69.410, 0.477
69.420, 0.602
69.430, 0.707
69.440, 0.773
69.450, 0.787
69.460, 0.745
69.470, 0.658
69.480, 0.540
69.490, 0.413
69.500, 0.294
69.510, 0.195
69.520, 0.122
69.530, 0.073
69.540, 0.045
69.550, 0.034
69.560, 0.039
69.570, 0.057
69.580, 0.089
69.590, 0.135
69.600, 0.192
69.610, 0.255
69.620, 0.316
69.630, 0.364
69.640, 0.391
69.650, 0.391
69.660, 0.363
69.670, 0.315
69.680, 0.254
69.690, 0.191
69.700, 0.136
69.710, 0.093
69.720, 0.065
69.730, 0.055
69.740, 0.062
69.750, 0.086
69.760, 0.128
69.770, 0.184
69.780, 0.250
69.790, 0.319
69.800, 0.378
69.810, 0.418
69.820, 0.430
69.830, 0.412
69.840, 0.368
69.850, 0.306
69.860, 0.237
69.870, 0.171
69.880, 0.115
69.890, 0.072
69.900, 0.043
69.910, 0.026
69.920, 0.019
69.930, 0.019
69.940, 0.027
69.950, 0.043
69.960, 0.066
69.970, 0.095
69.980, 0.129
69.990, 0.163
70.000, 0.192
70.010, 0.210
70.020, 0.215
70.030, 0.204
70.040, 0.181
70.050, 0.149
70.060, 0.114
70.070, 0.082
70.080, 0.054
70.090, 0.034
70.100, 0.019
70.110, 0.010
70.120, 0.005
70.130, 0.002
70.140, 0.001
70.150, 0.000
70.160, 0.000
70.170, 0.000
70.180, 0.000
70.190, 0.000
70.200, 0.000
70.210, 0.000
70.220, 0.000
70.230, 0.000
70.240, 0.000
70.250, 0.000
70.260, 0.000
70.270, 0.000
70.280, 0.000
70.290, 0.000
70.300, 0.000
70.310, 0.000
70.320, 0.000
70.330, 0.000
70.340, 0.000
70.350, 0.000
70.360, 0.000
70.370, 0.000
70.380, 0.000
70.390, 0.000
70.400, 0.000
70.410, 0.001
70.420, 0.001
70.430, 0.004
70.440, 0.009
70.450, 0.020
70.460, 0.042
70.470, 0.083
70.480, 0.151
70.490, 0.256
70.500, 0.404
70.510, 0.594
70.520, 0.814
70.530, 1.040
70.540, 1.237
70.550, 1.372
70.560, 1.417
70.570, 1.363
70.580, 1.222
70.590, 1.021
70.600, 0.795
70.610, 0.576
70.620, 0.390
70.630, 0.247
70.640, 0.148
70.650, 0.087
70.660, 0.059
70.670, 0.057
70.680, 0.078
70.690, 0.122
70.700, 0.190
70.710, 0.282
70.720, 0.390
70.730, 0.503
70.740, 0.605
70.750, 0.678
70.760, 0.708
70.770, 0.689
70.780, 0.624
70.790, 0.527
70.800, 0.415
70.810, 0.304
70.820, 0.207
70.830, 0.132
70.840, 0.078
70.850, 0.043
70.860, 0.022
70.870, 0.011
70.880, 0.005
70.890, 0.002
70.900, 0.001
70.910, 0.000
70.920, 0.000
70.930, 0.000
70.940, 0.000
70.950, 0.000
70.960, 0.000
70.970, 0.000
70.980, 0.000
70.990, 0.000
71.000, 0.000
71.010, 0.000
71.020, 0.000
71.030, 0.000
71.040, 0.000
71.050, 0.000
71.060, 0.000
71.070, 0.000
71.080, 0.000
71.090, 0.000
71.100, 0.000
71.110, 0.000
71.120, 0.000
71.130, 0.000
71.140, 0.000
71.150, 0.000
71.160, 0.000
71.170, 0.000
71.180, 0.000
71.190, 0.000
71.200, 0.000
71.210, 0.000
71.220, 0.000
71.230, 0.000
71.240, 0.000
71.250, 0.000
71.260, 0.000
71.270, 0.000
71.280, 0.000
71.290, 0.000
71.300, 0.000
71.310, 0.000
71.320, 0.000
71.330, 0.000
71.340, 0.000
71.350, 0.000
71.360, 0.000
71.370, 0.000
71.380, 0.000
71.390, 0.000
71.400, 0.000
71.410, 0.000
71.420, 0.000
71.430, 0.000
71.440, 0.000
71.450, 0.000
71.460, 0.000
71.470, 0.000
71.480, 0.000
71.490, 0.000
71.500, 0.000
71.510, 0.000
71.520, 0.000
71.530, 0.000
71.540, 0.000
71.550, 0.000
71.560, 0.000
71.570, 0.000
71.580, 0.000
71.590, 0.000
71.600, 0.000
71.610, 0.000
71.620, 0.000
71.630, 0.000
71.640, 0.000
71.650, 0.000
71.660, 0.000
71.670, 0.000
71.680, 0.000
71.690, 0.000
71.700, 0.000
71.710, 0.000
71.720, 0.000
71.730, 0.000
71.740, 0.000
71.750, 0.000
71.760, 0.000
71.770, 0.000
71.780, 0.000
71.790, 0.000
71.800, 0.000
71.810, 0.000
71.820, 0.000
71.830, 0.000
71.840, 0.000
71.850, 0.000
71.860, 0.000
71.870, 0.000
71.880, 0.000
71.890, 0.000
71.900, 0.000
71.910, 0.000
71.920, 0.000
71.930, 0.000
71.940, 0.000
71.950, 0.000
71.960, 0.000
71.970, 0.000
71.980, 0.000
71.990, 0.000
72.000, 0.000
72.010, 0.000
72.020, 0.000
72.030, 0.000
72.040, 0.000
72.050, 0.000
72.060, 0.000
72.070, 0.000
72.080, 0.000
72.090, 0.000
72.100, 0.000
72.110, 0.000
72.120, 0.000
72.130, 0.000
72.140, 0.000
72.150, 0.000
72.160, 0.000
72.170, 0.000
72.180, 0.000
72.190, 0.000
72.200, 0.000
72.210, 0.000
72.220, 0.000
72.230, 0.000
72.240, 0.000
72.250, 0.000
72.260, 0.000
72.270, 0.000
72.280, 0.000
72.290, 0.000
72.300, 0.000
72.310, 0.000
72.320, 0.000
72.330, 0.000
72.340, 0.000
72.350, 0.000
72.360, 0.000
72.370, 0.000
72.380, 0.000
72.390, 0.000
72.400, 0.000
72.410, 0.000
72.420, 0.000
72.430, 0.000
72.440, 0.000
72.450, 0.000
72.460, 0.000
72.470, 0.000
72.480, 0.000
72.490, 0.000
72.500, 0.000
72.510, 0.000
72.520, 0.000
72.530, 0.000
72.540, 0.000
72.550, 0.000
72.560, 0.000
72.570, 0.001
72.580, 0.001
72.590, 0.004
72.600, 0.009
72.610, 0.020
72.620, 0.043
72.630, 0.085
72.640, 0.156
72.650, 0.269
72.660, 0.432
72.670, 0.647
72.680, 0.904
72.690, 1.179
72.700, 1.435
72.710, 1.629
72.720, 1.725
72.730, 1.704
72.740, 1.571
72.750, 1.352
72.760, 1.085
72.770, 0.812
72.780, 0.568
72.790, 0.371
72.800, 0.227
72.810, 0.132
72.820, 0.078
72.830, 0.055
72.840, 0.059
72.850, 0.086
72.860, 0.139
72.870, 0.220
72.880, 0.327
72.890, 0.456
72.900, 0.594
72.910, 0.721
72.920, 0.817
72.930, 0.863
72.940, 0.851
72.950, 0.783
72.960, 0.672
72.970, 0.538
72.980, 0.402
72.990, 0.280
73.000, 0.182
73.010, 0.111
73.020, 0.063
73.030, 0.033
73.040, 0.016
73.050, 0.008
73.060, 0.003
73.070, 0.001
73.080, 0.000
73.090, 0.000
73.100, 0.000
73.110, 0.000
73.120, 0.000
73.130, 0.000
73.140, 0.000
73.150, 0.000
73.160, 0.000
73.170, 0.000
73.180, 0.000
73.190, 0.000
73.200, 0.000
73.210, 0.000
73.220, 0.000
73.230, 0.000
73.240, 0.000
73.250, 0.000
73.260, 0.000
73.270, 0.000
73.280, 0.000
73.290, 0.000
73.300, 0.000
73.310, 0.000
73.320, 0.000
73.330, 0.000
73.340, 0.000
73.350, 0.001
73.360, 0.001
73.370, 0.002
73.380, 0.004
73.390, 0.006
73.400, 0.009
73.410, 0.013
73.420, 0.016
73.430, 0.020
73.440, 0.022
73.450, 0.023
73.460, 0.022
73.470, 0.020
73.480, 0.017
73.490, 0.014
73.500, 0.010
73.510, 0.007
73.520, 0.005
73.530, 0.003
73.540, 0.002
73.550, 0.001
73.560, 0.001
73.570, 0.001
73.580, 0.001
73.590, 0.002
73.600, 0.003
73.610, 0.004
73.620, 0.006
73.630, 0.008
73.640, 0.009
73.650, 0.011
73.660, 0.011
73.670, 0.011
73.680, 0.011
73.690, 0.009
73.700, 0.007
73.710, 0.006
73.720, 0.004
73.730, 0.003
73.740, 0.002
73.750, 0.001
73.760, 0.001
73.770, 0.000
73.780, 0.001
73.790, 0.002
73.800, 0.005
73.810, 0.011
73.820, 0.024
73.830, 0.049
73.840, 0.096
73.850, 0.173
73.860, 0.292
73.870, 0.461
73.880, 0.679
73.890, 0.934
73.900, 1.199
73.910, 1.437
73.920, 1.609
73.930, 1.682
73.940, 1.641
73.950, 1.496
73.960, 1.273
73.970, 1.011
73.980, 0.750
73.990, 0.520
74.000, 0.337
74.010, 0.205
74.020, 0.118
74.030, 0.069
74.040, 0.048
74.050, 0.050
74.060, 0.073
74.070, 0.120
74.080, 0.191
74.090, 0.289
74.100, 0.410
74.110, 0.542
74.120, 0.669
74.130, 0.772
74.140, 0.832
74.150, 0.836
74.160, 0.785
74.170, 0.689
74.180, 0.564
74.190, 0.431
74.200, 0.308
74.210, 0.205
74.220, 0.128
74.230, 0.074
74.240, 0.040
74.250, 0.020
74.260, 0.010
74.270, 0.004
74.280, 0.002
74.290, 0.001
74.300, 0.000
74.310, 0.000
74.320, 0.000
74.330, 0.000
74.340, 0.000
74.350, 0.000
74.360, 0.000
74.370, 0.000
74.380, 0.000
74.390, 0.000
74.400, 0.000
74.410, 0.000
74.420, 0.000
74.430, 0.000
74.440, 0.000
74.450, 0.000
74.460, 0.000
74.470, 0.000
74.480, 0.000
74.490, 0.000
74.500, 0.000
74.510, 0.000
74.520, 0.000
74.530, 0.000
74.540, 0.000
74.550, 0.000
74.560, 0.000
74.570, 0.000
74.580, 0.000
74.590, 0.000
74.600, 0.000
74.610, 0.000
74.620, 0.000
74.630, 0.000
74.640, 0.000
74.650, 0.000
74.660, 0.000
74.670, 0.000
74.680, 0.000
74.690, 0.000
74.700, 0.000
74.710, 0.000
74.720, 0.000
74.730, 0.000
74.740, 0.000
74.750, 0.000
74.760, 0.000
74.770, 0.000
74.780, 0.000
74.790, 0.000
74.800, 0.000
74.810, 0.000
74.820, 0.000
74.830, 0.000
74.840, 0.000
74.850, 0.000
74.860, 0.000
74.870, 0.000
74.880, 0.000
74.890, 0.000
74.900, 0.000
74.910, 0.000
74.920, 0.000
74.930, 0.000
74.940, 0.000
74.950, 0.000
74.960, 0.000
74.970, 0.000
74.980, 0.000
74.990, 0.000
75.000, 0.000
75.010, 0.000
75.020, 0.000
75.030, 0.000
75.040, 0.000
75.050, 0.000
75.060, 0.000
75.070, 0.000
75.080, 0.000
75.090, 0.000
75.100, 0.000
75.110, 0.000
75.120, 0.000
75.130, 0.000
75.140, 0.000
75.150, 0.000
75.160, 0.000
75.170, 0.000
75.180, 0.000
75.190, 0.000
75.200, 0.000
75.210, 0.000
75.220, 0.000
75.230, 0.000
75.240, 0.000
75.250, 0.000
75.260, 0.000
75.270, 0.000
75.280, 0.000
75.290, 0.000
75.300, 0.000
75.310, 0.000
75.320, 0.000
75.330, 0.000
75.340, 0.000
75.350, 0.000
75.360, 0.000
75.370, 0.000
75.380, 0.000
75.390, 0.000
75.400, 0.000
75.410, 0.000
75.420, 0.000
75.430, 0.000
75.440, 0.000
75.450, 0.000
75.460, 0.000
75.470, 0.000
75.480, 0.000
75.490, 0.000
75.500, 0.000
75.510, 0.000
75.520, 0.000
75.530, 0.000
75.540, 0.000
75.550, 0.000
75.560, 0.000
75.570, 0.000
75.580, 0.000
75.590, 0.000
75.600, 0.000
75.610, 0.000
75.620, 0.000
75.630, 0.000
75.640, 0.000
75.650, 0.000
75.660, 0.000
75.670, 0.000
75.680, 0.000
75.690, 0.000
75.700, 0.000
75.710, 0.000
75.720, 0.000
75.730, 0.000
75.740, 0.000
75.750, 0.000
75.760, 0.000
75.770, 0.000
75.780, 0.000
75.790, 0.000
75.800, 0.000
75.810, 0.000
75.820, 0.000
75.830, 0.000
75.840, 0.000
75.850, 0.000
75.860, 0.000
75.870, 0.000
75.880, 0.000
75.890, 0.000
75.900, 0.000
75.910, 0.000
75.920, 0.000
75.930, 0.000
75.940, 0.000
75.950, 0.000
75.960, 0.000
75.970, 0.000
75.980, 0.000
75.990, 0.000
76.000, 0.000
76.010, 0.000
76.020, 0.000
76.030, 0.000
76.040, 0.000
76.050, 0.000
76.060, 0.000
76.070, 0.000
76.080, 0.000
76.090, 0.000
76.100, 0.000
76.110, 0.000
76.120, 0.000
76.130, 0.000
76.140, 0.000
76.150, 0.000
76.160, 0.000
76.170, 0.000
76.180, 0.000
76.190, 0.000
76.200, 0.000
76.210, 0.000
76.220, 0.000
76.230, 0.000
76.240, 0.000
76.250, 0.000
76.260, 0.000
76.270, 0.000
76.280, 0.000
76.290, 0.000
76.300, 0.000
76.310, 0.000
76.320, 0.000
76.330, 0.000
76.340, 0.000
76.350, 0.000
76.360, 0.000
76.370, 0.000
76.380, 0.000
76.390, 0.000
76.400, 0.000
76.410, 0.000
76.420, 0.000
76.430, 0.000
76.440, 0.000
76.450, 0.000
76.460, 0.000
76.470, 0.000
76.480, 0.001
76.490, 0.002
76.500, 0.003
76.510, 0.006
76.520, 0.010
76.530, 0.016
76.540, 0.024
76.550, 0.033
76.560, 0.044
76.570, 0.053
76.580, 0.061
76.590, 0.066
76.600, 0.066
76.610, 0.062
76.620, 0.054
76.630, 0.044
76.640, 0.034
76.650, 0.024
76.660, 0.016
76.670, 0.010
76.680, 0.006
76.690, 0.003
76.700, 0.002
76.710, 0.001
76.720, 0.002
76.730, 0.002
76.740, 0.004
76.750, 0.006
76.760, 0.010
76.770, 0.014
76.780, 0.019
76.790, 0.024
76.800, 0.029
76.810, 0.032
76.820, 0.033
76.830, 0.032
76.840, 0.029
76.850, 0.025
76.860, 0.019
76.870, 0.014
76.880, 0.010
76.890, 0.006
76.900, 0.004
76.910, 0.002
76.920, 0.001
76.930, 0.001
76.940, 0.000
76.950, 0.000
76.960, 0.000
76.970, 0.000
76.980, 0.000
76.990, 0.000
77.000, 0.000
77.010, 0.000
77.020, 0.000
77.030, 0.000
77.040, 0.000
77.050, 0.000
77.060, 0.000
77.070, 0.000
77.080, 0.000
77.090, 0.000
77.100, 0.000
77.110, 0.000
77.120, 0.000
77.130, 0.000
77.140, 0.000
77.150, 0.000
77.160, 0.000
77.170, 0.001
77.180, 0.002
77.190, 0.004
77.200, 0.009
77.210, 0.019
77.220, 0.036
77.230, 0.063
77.240, 0.104
77.250, 0.161
77.260, 0.232
77.270, 0.314
77.280, 0.397
77.290, 0.470
77.300, 0.521
77.310, 0.540
77.320, 0.524
77.330, 0.475
77.340, 0.404
77.350, 0.321
77.360, 0.239
77.370, 0.166
77.380, 0.108
77.390, 0.066
77.400, 0.038
77.410, 0.021
77.420, 0.013
77.430, 0.010
77.440, 0.013
77.450, 0.021
77.460, 0.036
77.470, 0.057
77.480, 0.087
77.490, 0.124
77.500, 0.166
77.510, 0.207
77.520, 0.242
77.530, 0.264
77.540, 0.270
77.550, 0.258
77.560, 0.231
77.570, 0.193
77.580, 0.151
77.590, 0.111
77.600, 0.076
77.610, 0.049
77.620, 0.029
77.630, 0.017
77.640, 0.009
77.650, 0.004
77.660, 0.002
77.670, 0.001
77.680, 0.000
77.690, 0.000
77.700, 0.000
77.710, 0.000
77.720, 0.000
77.730, 0.000
77.740, 0.000
77.750, 0.000
77.760, 0.000
77.770, 0.000
77.780, 0.000
77.790, 0.000
77.800, 0.000
77.810, 0.000
77.820, 0.000
77.830, 0.000
77.840, 0.000
77.850, 0.000
77.860, 0.000
77.870, 0.000
77.880, 0.000
77.890, 0.000
77.900, 0.001
77.910, 0.001
77.920, 0.003
77.930, 0.008
77.940, 0.016
77.950, 0.032
77.960, 0.060
77.970, 0.105
77.980, 0.172
77.990, 0.263
78.000, 0.376
78.010, 0.504
78.020, 0.632
78.030, 0.742
78.040, 0.816
78.050, 0.839
78.060, 0.809
78.070, 0.729
78.080, 0.616
78.090, 0.487
78.100, 0.360
78.110, 0.250
78.120, 0.162
78.130, 0.098
78.140, 0.056
78.150, 0.031
78.160, 0.018
78.170, 0.014
78.180, 0.018
78.190, 0.030
78.200, 0.051
78.210, 0.083
78.220, 0.127
78.230, 0.182
78.240, 0.246
78.250, 0.310
78.260, 0.367
78.270, 0.405
78.280, 0.420
78.290, 0.407
78.300, 0.369
78.310, 0.314
78.320, 0.249
78.330, 0.186
78.340, 0.129
78.350, 0.084
78.360, 0.052
78.370, 0.029
78.380, 0.016
78.390, 0.008
78.400, 0.004
78.410, 0.002
78.420, 0.001
78.430, 0.000
78.440, 0.000
78.450, 0.000
78.460, 0.000
78.470, 0.000
78.480, 0.000
78.490, 0.000
78.500, 0.000
78.510, 0.000
78.520, 0.000
78.530, 0.000
78.540, 0.000
78.550, 0.000
78.560, 0.000
78.570, 0.000
78.580, 0.000
78.590, 0.000
78.600, 0.000
78.610, 0.000
78.620, 0.000
78.630, 0.000
78.640, 0.000
78.650, 0.000
78.660, 0.000
78.670, 0.000
78.680, 0.000
78.690, 0.000
78.700, 0.000
78.710, 0.000
78.720, 0.000
78.730, 0.000
78.740, 0.000
78.750, 0.000
78.760, 0.000
78.770, 0.000
78.780, 0.000
78.790, 0.000
78.800, 0.000
78.810, 0.000
78.820, 0.000
78.830, 0.000
78.840, 0.000
78.850, 0.000
78.860, 0.000
78.870, 0.000
78.880, 0.000
78.890, 0.000
78.900, 0.000
78.910, 0.000
78.920, 0.000
78.930, 0.000
78.940, 0.000
78.950, 0.000
78.960, 0.000
78.970, 0.000
78.980, 0.000
78.990, 0.001
79.000, 0.001
79.010, 0.003
79.020, 0.006
79.030, 0.010
79.040, 0.017
79.050, 0.028
79.060, 0.041
79.070, 0.057
79.080, 0.075
79.090, 0.091
79.100, 0.104
79.110, 0.111
79.120, 0.112
79.130, 0.105
79.140, 0.092
79.150, 0.076
79.160, 0.059
79.170, 0.043
79.180, 0.029
79.190, 0.018
79.200, 0.011
79.210, 0.006
79.220, 0.003
79.230, 0.002
79.240, 0.002
79.250, 0.003
79.260, 0.005
79.270, 0.009
79.280, 0.017
79.290, 0.029
79.300, 0.050
79.310, 0.083
79.320, 0.133
79.330, 0.205
79.340, 0.304
79.350, 0.430
79.360, 0.580
79.370, 0.741
79.380, 0.895
79.390, 1.018
79.400, 1.091
79.410, 1.098
79.420, 1.037
79.430, 0.920
79.440, 0.765
79.450, 0.596
79.460, 0.436
79.470, 0.299
79.480, 0.192
79.490, 0.116
79.500, 0.066
79.510, 0.036
79.520, 0.021
79.530, 0.016
79.540, 0.020
79.550, 0.032
79.560, 0.056
79.570, 0.093
79.580, 0.145
79.590, 0.212
79.600, 0.291
79.610, 0.374
79.620, 0.451
79.630, 0.509
79.640, 0.539
79.650, 0.534
79.660, 0.496
79.670, 0.432
79.680, 0.352
79.690, 0.269
79.700, 0.192
79.710, 0.129
79.720, 0.081
79.730, 0.048
79.740, 0.026
79.750, 0.014
79.760, 0.007
79.770, 0.003
79.780, 0.001
79.790, 0.001
79.800, 0.000
79.810, 0.000
79.820, 0.000
79.830, 0.000
79.840, 0.000
79.850, 0.000
79.860, 0.000
79.870, 0.000
79.880, 0.000
79.890, 0.000
79.900, 0.000
79.910, 0.000
79.920, 0.000
79.930, 0.000
79.940, 0.000
79.950, 0.000
79.960, 0.000
79.970, 0.000
79.980, 0.000
79.990, 0.000
80.000, 0.000
80.010, 0.000
80.020, 0.000
80.030, 0.000
80.040, 0.001
